,nip_szukany,regon14,nip,nazwa,nazwaskrocona,numerwrejestrzeewidencji,datapowstania,datarozpoczeciadzialalnosci,datawpisudoregon,datazawieszeniadzialalnosci,datawznowieniadzialalnosci,datazaistnieniazmiany,datazakonczeniadzialalnosci,dataskresleniazregon,adsiedzkraj_symbol,adsiedzwojewodztwo_symbol,adsiedzpowiat_symbol,adsiedzgmina_symbol,adsiedzkodpocztowy,adsiedzmiejscowoscpoczty_symbol,adsiedzmiejscowosc_symbol,adsiedzulica_symbol,adsiedznumernieruchomosci,adsiedznumerlokalu,adsiedznietypowemiejscelokalizacji,numertelefonu,numerwewnetrznytelefonu,numerfaksu,adresemail,adresstronyinternetowej,adresemail2,adkorkraj_symbol,adkorwojewodztwo_symbol,adkorpowiat_symbol,adkorgmina_symbol,adkorkodpocztowy,adkormiejscowoscipoczty_symbol,adkormiejscowosc_symbol,adkorulica_symbol,adkornumernieruchomosci,adkornumerlokalu,adkornietypowemiejscelokalizacji,adkornazwapodmiotudokorespondencji,adsiedzkraj_nazwa,adsiedzwojewodztwo_nazwa,adsiedzpowiat_nazwa,adsiedzgmina_nazwa,adsiedzmiejscowosc_nazwa,adsiedzmiejscowoscpoczty_nazwa,adsiedzulica_nazwa,adkorkraj_nazwa,adkorwojewodztwo_nazwa,adkorpowiat_nazwa,adkorgmina_nazwa,adkormiejscowosc_nazwa,adkormiejscowoscpoczty_nazwa,adkorulica_nazwa,podstawowaformaprawna_symbol,szczegolnaformaprawna_symbol,formafinansowania_symbol,formawlasnosci_symbol,organzalozycielski_symbol,organrejestrowy_symbol,rodzajrejestruewidencji_symbol,podstawowaformaprawna_nazwa,szczegolnaformaprawna_nazwa,formafinansowania_nazwa,formawlasnosci_nazwa,organzalozycielski_nazwa,organrejestrowy_nazwa,rodzajrejestruewidencji_nazwa,jednosteklokalnych,datawpisudorejestruewidencji,adkormiejscowoscipoczty_nazwa
190,7931045758,65096085700000,7931045758,POWIATOWY URZĄD PRACY W LUBACZOWIE,,,2000-01-01,2000-01-01,,,,2010-04-22,,,PL,18,09,011,37600,0972447,0972447,09582,141,,,166321386,274,166320852,pup@puplubaczow.pl,www.puplubaczow.pl,,,,,,,,,,,,,,POLSKA,PODKARPACKIE,lubaczowski,Lubaczów,Lubaczów,Lubaczów,ul. Tadeusza Kościuszki,,,,,,,,2,430,2,113,260180900,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU LUBACZOWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
191,8151383061,69069182800000,8151383061,POWIATOWY URZĄD PRACY,"POWIATOWY URZĄD PRACY,ŁAŃCUT",,1998-07-24,2000-01-17,,,,2008-11-28,,,PL,18,10,011,37100,0974529,0974529,16264,9,,,017017 2252776,,017 2259166,rzla@praca.gov.pl,www.pup-lancut.pl,,,,,,,,,,,,,,POLSKA,PODKARPACKIE,łańcucki,Łańcut,Łańcut,Łańcut,ul. Józefa Piłsudskiego,,,,,,,,2,430,2,113,260181000,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU ŁAŃCUCKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1998-07-24,
192,8171033080,83046686500000,8171033080,POWIATOWY URZĄD PRACY W MIELCU,,,2000-01-01,2000-01-01,,,,2019-01-02,,,PL,18,11,011,39300,0974618,0974618,02844,16A,,,177880050,,177880069,sekretariat@pup.mielec.pl,http://mielec.praca.gov.pl,,,,,,,,,,,,,,POLSKA,PODKARPACKIE,mielecki,Mielec,Mielec,Mielec,ul. Chopina,,,,,,,,2,430,2,113,260181100,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU MIELECKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
193,8651119189,83046248800000,8651119189,POWIATOWY URZĄD PRACY,"PUP,NISKO",,2000-01-01,2000-01-01,,,,2008-01-01,,,PL,18,12,054,37400,0980530,0980530,19491,6A,,,0158412313,,,,,,,,,,,,,,,,,,POLSKA,PODKARPACKIE,niżański,Nisko,Nisko,Nisko,ul. Sandomierska,,,,,,,,2,430,2,113,260181200,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU NIŻANSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
194,7951057859,65002746400000,7951057859,POWIATOWY URZĄD PRACY,,,1993-01-01,1993-01-01,,,,2008-01-24,,,PL,18,62,011,37700,0971672,0971672,08202,5,,,0166785980,,,,,,,,,,,,,,,,,,POLSKA,PODKARPACKIE,Przemyśl,Przemyśl,Przemyśl,Przemyśl,ul. Katedralna,,,,,,,,2,430,2,113,270186201,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,PREZYDENT MIASTA PRZEMYŚL,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1993-01-01,
195,7941251583,65095990800000,7941251583,POWIATOWY URZĄD PRACY W PRZEWORSKU,PUP PRZEWORSK,,2000-01-01,2000-01-01,,,,2008-11-03,,,PL,18,14,011,37200,0972513,0972513,07029,10,,,0166488428,,0166488376,rzpz@praca.gov.pl,www.pup.przeworsk.eu.org,,,,,,,,,,,,,,POLSKA,PODKARPACKIE,przeworski,Przeworsk,Przeworsk,Przeworsk,ul. Jagiellońska,,,,,,,,2,430,2,113,260181400,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU PRZEWORSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
196,8181290281,69069183400000,8181290281,POWIATOWY URZĄD PRACY W ROPCZYCACH,"POWIATOWY URZĄD PRACY,ROPCZYCE",,2000-01-01,2000-01-17,,,,2008-10-29,,,PL,18,15,034,39100,0974825,0974825,13947,2,,,0172218172,,0172227569,rzro@praca.gov.pl,www.pup-ropczyce.e-zet.pl,,,,,,,,,,,,,,POLSKA,PODKARPACKIE,ropczycko-sędziszowski,Ropczyce,Ropczyce,Ropczyce,ul. Najświętszej Marii Panny,,,,,,,,2,430,2,113,260181500,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU ROPCZYCKO - SĘDZISZOWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
197,8131463070,69069262100000,8131463070,POWIATOWY URZĄD PRACY W RZESZOWIE,PUP RZESZÓW,,1998-08-17,2000-01-01,,,,2008-11-13,,,PL,18,63,011,35242,0974133,0974133,15733,1A,,,172500100,,,pup@pup.rzeszow.pl,rzeszow.praca.gov.pl,,,,,,,,,,,,,,POLSKA,PODKARPACKIE,Rzeszów,Rzeszów,Rzeszów,Rzeszów,ul. Partyzantów,,,,,,,,2,430,2,113,260181600,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU RZESZOWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
198,6871259655,37048726000000,6871259655,POWIATOWY URZĄD PRACY W SANOKU,PUP SANOK,,1998-10-13,2000-01-01,,,,2019-06-26,,,PL,18,17,011,38500,0953510,0953510,19237,20A,,,134657000,,134657001,rzsa@praca.gov.pl,www.sanok.praca.gov.pl,,,,,,,,,,,,,,POLSKA,PODKARPACKIE,sanocki,Sanok,Sanok,Sanok,ul. Rymanowska,,,,,,,,2,430,2,113,260181700,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU SANOCKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
199,8651530619,83046302200000,8651530619,POWIATOWY URZĄD PRACY W STALOWEJ WOLI,,,2000-01-01,2000-01-01,,,,2023-11-27,,,PL,18,18,011,37450,0981133,0981133,03868,8,,,156433780,,,rzsw@praca.gov.pl,https://stalowawola.praca.gov.pl,,,,,,,,,,,,,,POLSKA,PODKARPACKIE,stalowowolski,Stalowa Wola,Stalowa Wola,Stalowa Wola,ul. Romana Dmowskiego,,,,,,,,2,430,2,113,260181800,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU STALOWOWOLSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
200,8191258505,37048869600000,8191258505,POWIATOWY URZĄD PRACY W STRZYŻOWIE,"POW.URZĄD PRACY, STRZYŻÓW",,1999-04-04,2000-01-01,,,,2008-11-12,,,PL,18,19,044,38100,0975010,0975010,03635,2,,,0172761074,,0172763079,rzst@praca.gov.pl,www.pupstrzyzow.pl,,,,,,,,,,,,,,POLSKA,PODKARPACKIE,strzyżowski,Strzyżów,Strzyżów,Strzyżów,ul. Daszyńskiego,,,,,,,,2,430,2,113,260181900,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU STRZYŻOWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1999-04-04,
201,8671028490,83046219800000,8671028490,POWIATOWY URZĄD PRACY W TARNOBRZEGU,"PUP,TARNOBRZEG",,2000-01-01,2000-01-01,,,,2013-01-01,,,PL,18,64,011,39400,0980085,0980085,11926,3,,,0158221248,,,,,,,,,,,,,,,,,,POLSKA,PODKARPACKIE,Tarnobrzeg,Tarnobrzeg,Tarnobrzeg,Tarnobrzeg,ul. 1 Maja,,,,,,,,2,430,2,113,270186401,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,PREZYDENT MIASTA TARNOBRZEG,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
202,6891003290,37048938800000,6891003290,POWIATOWY URZĄD PRACY W USTRZYKACH DOLNYCH,,,1999-04-04,2000-01-01,,,,2008-07-14,,,PL,18,01,084,38700,0953817,0953817,01000,22,,,0134611457,,,,,,,,,,,,,,,,,,POLSKA,PODKARPACKIE,bieszczadzki,Ustrzyki Dolne,Ustrzyki Dolne,Ustrzyki Dolne,ul. Bełska,,,,,,,,2,430,2,113,260180100,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU BIESZCZADZKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1999-04-04,
203,9661487133,05068493300000,9661487133,WOJEWÓDZKI URZĄD PRACY W BIAŁYMSTOKU,,,2000-05-06,2000-05-06,,,,2008-11-24,,,PL,20,61,011,15354,0922410,0922410,16900,22,,,0857497200,,0857497209,sekretariat@wup.wrotapodlasia.pl,www.up.podlasie.pl,,,,,,,,,,,,,,POLSKA,PODLASKIE,Białystok,Białystok,Białystok,Białystok,ul. Pogodna,,,,,,,,2,431,2,113,250200000,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,WOJEWÓDZKIE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,MARSZAŁEK WOJEWÓDZTWA PODLASKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-05-06,
204,8461015245,79074233300000,8461015245,POWIATOWY URZĄD PRACY,,,2000-01-01,2000-01-01,,,,2008-04-10,,,PL,20,01,011,16300,0977539,0977539,12734,2,,,0876435802,,0876435803,,,,,,,,,,,,,,,,POLSKA,PODLASKIE,augustowski,Augustów,Augustów,Augustów,ul. Mickiewicza,,,,,,,,2,430,2,113,260200100,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU AUGUSTOWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
205,9660590610,05086921300000,9660590610,POWIATOWY URZĄD PRACY,,,2000-01-01,2000-01-01,,,,2013-11-01,,,PL,20,61,011,15365,0922410,0922410,16900,63/1,,,857473800,,857473861,bibi@praca.gov.pl,www.pup.bialystok.pl,,,,,,,,,,,,,,POLSKA,PODLASKIE,Białystok,Białystok,Białystok,Białystok,ul. Pogodna,,,,,,,,2,430,2,113,270206101,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,PREZYDENT MIASTA BIAŁYSTOK,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
206,5431015121,05086975600000,5431015121,POWIATOWY URZĄD PRACY W BIELSKU PODLASKIM,PUP,,2000-01-01,2000-01-01,,,,2010-02-02,,,PL,20,03,011,17100,0922685,0922685,11937,17,,,0858332700,261,0858332701,bibe@praca.gov.pl,pupbp.pdt.pl,,,,,,,,,,,,,,POLSKA,PODLASKIE,bielski,Bielsk Podlaski,Bielsk Podlaski,Bielsk Podlaski,ul. 3 Maja,,,,,,,,2,430,2,113,260200300,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU BIELSKIEGO (WOJ. PODLASKIE),,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
207,7191030664,45070996800000,7191030664,POWIATOWY URZĄD PRACY W GRAJEWIE,,,2000-01-01,2000-01-01,,,,2008-11-27,,,PL,20,04,011,19200,0957376,0957376,21271,6A,,,0862613011,,0862723605,BIGR@POCZTA.GOV.PL,,,,,,,,,,,,,,,POLSKA,PODLASKIE,grajewski,Grajewo,Grajewo,Grajewo,ul. Strażacka,,,,,,,,2,430,2,113,260200400,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU GRAJEWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
208,5431015138,05086909300000,5431015138,POWIATOWY URZĄD PRACY W HAJNÓWCE,PUP W HAJNÓWCE,,2000-01-01,2000-01-01,,,,2024-03-11,,,PL,20,05,011,17200,0923035,0923035,36029,10A,,,0856829610,,0856829611,BIHA@PRACA.GOV.PL,HTPS://HAJNOWKA.PRACA.GOV.PL,,,,,,,,,,,,,,POLSKA,PODLASKIE,hajnowski,Hajnówka,Hajnówka,Hajnówka,ul. Marszałka Józefa Piłsudskiego,,,,,,,,2,430,2,113,260200500,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU HAJNOWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
209,7211136668,45070997400000,7211136668,POWIATOWY URZĄD PRACY W KOLNIE,,,2000-01-01,2000-01-01,,,,2009-01-08,,,PL,20,06,011,18500,0957420,0957420,24628,46,,,0862789510,,0862789514,BIK@PRACA.GOV.PL,WWW.PUPKOLNO.PL,,,,,,,,,,,,,,POLSKA,PODLASKIE,kolneński,Kolno,Kolno,Kolno,ul. Wojska Polskiego,,,,,,,,2,430,2,113,260200600,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU KOLNEŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
210,7181219408,45070863800000,7181219408,POWIATOWY URZĄD PRACY W ŁOMŻY,,,2000-01-01,2000-01-01,,,,2018-07-16,,,PL,20,62,011,18400,0957241,0957241,14426,1,,,862158010,311,862163492,,,,,,,,,,,,,,,,POLSKA,PODLASKIE,Łomża,Łomża,Łomża,Łomża,ul. Nowogrodzka,,,,,,,,2,430,2,113,270206201,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,PREZYDENT MIASTA ŁOMŻA,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
211,5461208422,45070960300000,5461208422,POWIATOWY URZĄD PRACY W MOŃKACH,PUP,,2000-01-01,2000-01-01,,,,2008-11-20,,,PL,20,08,064,19100,0923348,0923348,25133,22,,,0850857278710,,0857278720,biuro@praca.gov.pl,www.apraca.pl/biuro,,,,,,,,,,,,,,POLSKA,PODLASKIE,moniecki,Mońki,Mońki,Mońki,ul. Wyzwolenia,,,,,,,,2,430,2,113,260200800,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU MONIECKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
212,8441930583,79074285300000,8441930583,POWIATOWY URZĄD PRACY,PUP SEJNY,,2000-01-01,2000-01-01,,,,2008-12-04,,,PL,20,09,011,16500,0977918,0977918,11596,26,,,0875163970,,0875163375,BISE@PRACA.GOV.PL,,,,,,,,,,,,,,,POLSKA,PODLASKIE,sejneński,Sejny,Sejny,Sejny,ul. Łąkowa,,,,,,,,2,430,2,113,260200900,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU SEJNEŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
213,5441175642,05086981600000,5441175642,POWIATOWY URZĄD PRACY W SIEMIATYCZACH,PUP W SIEMIATYCZACH,,2000-01-01,2000-01-01,,,,2008-12-11,,,PL,20,10,011,17300,0923360,0923360,10772,3,,,0856566013,,0856566016,bisi@praca.gov.pl,http://pup.siemiatycze.sisco.info/,,,,,,,,,,,,,,POLSKA,PODLASKIE,siemiatycki,Siemiatycze,Siemiatycze,Siemiatycze,ul. Legionów Piłsudskiego,,,,,,,,2,430,2,113,260201000,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU SIEMIATYCKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
214,5451032536,05086730300000,5451032536,POWIATOWY URZĄD PRACY W SOKÓŁCE,PUP,,2000-01-01,2000-01-01,,,,2008-11-25,,,PL,20,11,084,16100,0923443,0923443,10069,40,,,085857229010,256,085857229011,BISO@PRACA.GOV.PL,WWW.PUPSOKOLKA.INTERNETDSL.PL,,,,,,,,,,,,,,POLSKA,PODLASKIE,sokólski,Sokółka,Sokółka,Sokółka,ul. Kryńska,,,,,,,,2,430,2,113,260201100,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU SOKÓLSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,1,2000-01-01,
215,8441930471,79074210300000,8441930471,POWIATOWY URZĄD PRACY,PUP SUWAŁKI,,2000-01-01,2000-01-01,,,,2009-04-09,,,PL,20,63,011,16400,0977456,0977456,09582,71A,,,0875652650,,,,,,,,,,,,,,,,,,POLSKA,PODLASKIE,Suwałki,Suwałki,Suwałki,Suwałki,ul. Tadeusza Kościuszki,,,,,,,,2,430,2,113,270206301,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,PREZYDENT MIASTA SUWAŁKI,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
216,7221068299,45070919300000,7221068299,POWIATOWY URZĄD PRACY W WYSOKIEM MAZOWIECKIEM,,,2000-01-01,2000-01-01,,,,2008-01-07,,,PL,20,13,011,18200,0957620,0957620,11926,8,,,0862758612,,0862758613,,,,,,,,,,,,,,,,POLSKA,PODLASKIE,wysokomazowiecki,Wysokie Mazowieckie,Wysokie Mazowieckie,Wysokie Mazowieckie,ul. 1 Maja,,,,,,,,2,430,2,113,260201300,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU WYSOKOMAZOWIECKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
217,7231195846,45070947700000,7231195846,POWIATOWY URZĄD PRACY W ZAMBROWIE,PUP ZAMBRÓW,,2000-01-13,2000-01-13,,,,2022-05-01,,,PL,20,14,011,18300,0957637,0957637,04863,3,,,862708210,,862714459,SEKRETARIAT@ZMABROW.PRACA.GOV.PL,https://zambrow.praca.gov.pl/,,,,,,,,,,,,,,POLSKA,PODLASKIE,zambrowski,Zambrów,Zambrów,Zambrów,ul. Fabryczna,,,,,,,,2,430,2,113,260201400,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU ZAMBROWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
